country.value,latitude,longitude
Lithuania,55.3500003,23.7499997
Lithuania,55.3500003,23.7499997
Lithuania,55.3500003,23.7499997
Lithuania,55.3500003,23.7499997
Lithuania,55.3500003,23.7499997
Lithuania,55.3500003,23.7499997
Lithuania,55.3500003,23.7499997
Lithuania,55.3500003,23.7499997
Lithuania,55.3500003,23.7499997
Lithuania,55.3500003,23.7499997
Lithuania,55.3500003,23.7499997
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Luxembourg,49.6112768,6.129799
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Malta,35.8885993,14.4476911
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Moldova,47.2879608,28.5670941
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Monaco,43.7323492,7.4276832
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Montenegro,-29.6826112,-51.4687455
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
Netherlands,52.2434979,5.6343227
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
North Macedonia,41.6171214,21.7168387
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Norway,64.5731537,11.52803643954819
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Portugal,39.6621648,-8.1353519
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Romania,45.9852129,24.6859225
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
Russian Federation,64.6863136,97.7453061
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
San Marino,43.9458623,12.458306
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Serbia,44.024322850000004,21.07657433209902
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovak Republic,48.7411522,19.4528646
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Slovenia,46.1199444,14.8153333
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Spain,39.3260685,-4.8379791
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Sweden,59.6749712,14.5208584
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Switzerland,46.7985624,8.2319736
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
Ukraine,49.4871968,31.2718321
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
United Kingdom,54.7023545,-3.2765753
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
Antigua and Barbuda,17.2234721,-61.9554608
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
"Bahamas, The",-33.97720307259994,18.556977829649856
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Barbados,13.1500331,-59.5250305
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Belize,17.1204943,-88.6859028
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Canada,61.0666922,-107.991707
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Costa Rica,10.2735633,-84.0739102
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Cuba,23.0131338,-80.8328748
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominica,15.4113138,-61.3653618
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
Dominican Republic,19.0974031,-70.3028026
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
El Salvador,13.8000382,-88.9140683
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Grenada,12.1360374,-61.6904045
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Guatemala,15.5855545,-90.345759
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Haiti,19.1399952,-72.3570972
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Honduras,15.2572432,-86.0755145
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Jamaica,18.1850507,-77.3947693
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Mexico,19.4326296,-99.1331785
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Nicaragua,12.6090157,-85.2936911
Panama,8.559559,-81.1308434
Panama,8.559559,-81.1308434
Panama,8.559559,-81.1308434
